ALBERT,BERT,CodeBERT,DeBERTa,DistilBERT,RoBERTa,SVM
0.2395498392282958,0.172561629153269,0.2416934619506967,0.3161843515541265,0.2047159699892818,0.2561629153269024,0.3333333333333333
0.2312703583061889,0.1959826275787188,0.251357220412595,0.3447339847991313,0.2823018458197611,0.254071661237785,0.3523344191096634
0.2779569892473118,0.2645161290322581,0.2655913978494623,0.3370967741935484,0.2913978494623656,0.2795698924731182,0.3301075268817204
0.3046038543897216,0.351713062098501,0.3624197002141328,0.3463597430406852,0.3602783725910064,0.3688436830835118,0.3565310492505353
0.3358288770053476,0.3684491978609626,0.3946524064171123,0.3689839572192513,0.3967914438502674,0.386096256684492,0.3732620320855615
0.4051724137931034,0.4240301724137931,0.4299568965517241,0.4240301724137931,0.4326508620689655,0.4321120689655172,0.3895474137931034
0.279828785446763,0.304975922953451,0.3301230604601391,0.3509898341359015,0.3204922418405564,0.3071161048689138,0.3119315141787052
0.3048128342245989,0.3545454545454545,0.3689839572192513,0.3647058823529411,0.3598930481283422,0.3566844919786096,0.3363636363636363
0.3171122994652406,0.3272727272727272,0.3390374331550802,0.3572192513368984,0.3288770053475935,0.3406417112299465,0.3245989304812834
0.2128686327077747,0.2128686327077747,0.2423592493297587,0.2289544235924933,0.2155495978552278,0.232171581769437,0.2241286863270777
