ALBERT,BERT,CodeBERT,DeBERTa,DistilBERT,RoBERTa,SVM
0.1582777440873256,0.151303820497271,0.151303820497271,0.5621588841722256,0.1628259551243177,0.151303820497271,0.5594299575500303
0.217998217998218,0.22007722007722,0.1939411939411939,0.640926640926641,0.5093555093555093,0.196020196020196,0.6219186219186219
0.3096371207614515,0.2212968471148126,0.323022010707912,0.6014277215942891,0.4818560380725758,0.2272456870910172,0.583283759666865
0.5360733293908929,0.4021289178001183,0.4136605558840922,0.6913069189828503,0.6797752808988764,0.4287403903015966,0.6815493790656416
0.5037369207772795,0.5285500747384155,0.5674140508221226,0.6714499252615844,0.635575485799701,0.5494768310911808,0.6514200298953662
0.4680473372781065,0.4917159763313609,0.5023668639053255,0.6863905325443787,0.5872781065088757,0.5171597633136095,0.613905325443787
0.553603335318642,0.4851101846337105,0.6009529481834425,0.7328767123287672,0.7039904705181655,0.6179273377010125,0.7027992852888624
0.609568812758417,0.5989367985823981,0.6458948611931482,0.7569403425871235,0.6990549320732428,0.6391021854695806,0.7040756054341406
0.5850561134081512,0.577082102776137,0.5667454223272298,0.6718842291789723,0.6385115180153573,0.6004134672179563,0.6255168340224454
0.6350076103500761,0.6082191780821918,0.6331811263318112,0.7071537290715373,0.6925418569254186,0.632572298325723,0.6855403348554033
