ALBERT,BERT,CodeBERT,DistilBERT,DeBERTa,RoBERTa,SVM
0.1289785854226457,0.1097694715392634,0.10932160739916987,0.13811221180604336,0.37822742069835474,0.11072272039917647,0.38656056889079565
0.16630723749639773,0.16875155145396045,0.13756503074720008,0.3339824360123764,0.4302458614756438,0.13830817510501917,0.41460940818498493
0.23640005256623875,0.159071592847474,0.23392612103638222,0.3313559450687348,0.4109127343540164,0.16280281914994044,0.39604581074458445
0.38376254699790224,0.30490644284702106,0.306981314465933,0.4461646271594936,0.4874913084844541,0.31832060607397217,0.4658081295260115
0.3017561382802858,0.3080048165355537,0.3414058159682188,0.4178816111920781,0.46282901553695194,0.3413199022172508,0.4455912087143079
0.33590592327677454,0.34066304022261756,0.34913468707934775,0.42992269935455196,0.48865801069718034,0.3511781037103112,0.43336152054495436
0.38411015840295076,0.3487435907152025,0.40024697019413846,0.5089536576983469,0.5380114888680643,0.4156100595695853,0.5008461019062046
0.4770877838265688,0.48846560266276584,0.5047787904732033,0.531814067848272,0.5693942146769925,0.5019369834375783,0.5204512275825393
0.42029293317294997,0.4026480900662913,0.40455413007144875,0.448170586379356,0.4825374743980079,0.4293697517656352,0.44639283537867835
0.4360929154383557,0.4391162973715508,0.44998210920575926,0.47363263506061787,0.507300980827167,0.43506063299239456,0.47333382324743223
