ALBERT,BERT,CodeBERT,DeBERTa,DistilBERT,RoBERTa,SVM
0.08796351799629222,0.08720655259598925,0.08813438296056701,0.619914379940539,0.3225762351300725,0.08798726510708055,0.6970518389739
0.10166710814995528,0.07070763344172817,0.061734430535717366,0.6380953455075017,0.48063882971002725,0.06177916189125038,0.727585131921167
0.11984936115687149,0.2665259629899431,0.09667540236730127,0.6818041390777332,0.5715527450013793,0.07665444109573713,0.7492375655982637
0.4300901256627069,0.18800832256976602,0.1331326154000319,0.6877246713653122,0.6073203358855068,0.18870728653519214,0.7348932254958533
0.42933380717199354,0.39962256372572075,0.4226482771382893,0.7071756230009788,0.6461044074144281,0.4344284931829941,0.738485868476762
0.6411757104160687,0.5425201475241941,0.5379080605919698,0.7882860666900703,0.749001021406692,0.5491809327244209,0.8159289768083771
0.6718910624238885,0.6077763454284398,0.587941420712484,0.7577376057633072,0.7006486490496151,0.6244900475448462,0.8107177727800731
0.6145732529790592,0.6375556542652825,0.6266709646926037,0.7699962269926627,0.7297878736179424,0.6569113033628975,0.829936240866832
0.7250830059903436,0.6274483414362005,0.6642465856659715,0.7622970846972386,0.7550153591487004,0.7247558628411357,0.7891844825786257
0.7504587285809349,0.7244656164555068,0.7192652624614504,0.7925243113990788,0.7719308071699786,0.7582060090086601,0.8384759566223146
