ALBERT,BERT,CodeBERT,DeBERTa,DistilBERT,RoBERTa,SVM
0.6505894962486602,0.5803858520900321,0.6387995712754555,0.7207931404072884,0.6045016077170418,0.6629153269024651,0.7604501607717041
0.6167209554831705,0.5760043431053203,0.6340933767643865,0.749728555917481,0.6791530944625407,0.6574375678610206,0.752442996742671
0.6672043010752688,0.6048387096774194,0.6693548387096774,0.7016129032258065,0.6870967741935484,0.6741935483870968,0.7139784946236559
0.6397216274089935,0.6520342612419701,0.658458244111349,0.7403640256959315,0.6943254817987152,0.6541755888650964,0.7285867237687366
0.7133689839572193,0.7304812834224599,0.7299465240641712,0.7679144385026738,0.7288770053475936,0.7304812834224599,0.7443850267379679
0.75,0.7737068965517241,0.8011853448275862,0.7780172413793104,0.8205818965517241,0.7828663793103449,0.7618534482758621
0.6869983948635634,0.6853932584269663,0.6966292134831461,0.7265917602996255,0.6843231674692349,0.6891385767790262,0.7078651685393258
0.6748663101604279,0.7219251336898396,0.7481283422459893,0.7160427807486631,0.7593582887700535,0.7513368983957219,0.7310160427807486
0.760427807486631,0.7112299465240641,0.7705882352941177,0.7358288770053476,0.7609625668449198,0.7491978609625668,0.7438502673796792
0.5742627345844504,0.593029490616622,0.6085790884718498,0.6723860589812333,0.6144772117962467,0.6005361930294906,0.6294906166219839
