ALBERT,BERT,CodeBERT,DistilBERT,DeBERTa,RoBERTa,SVM
0.2068615716892808,0.18577570591073375,0.16745170671108342,0.1852420932538452,0.5789525618162193,0.18737873487629272,0.751473902394648
0.36599573901707244,0.18404066189567486,0.17739865799960974,0.34882790971760685,0.6852782763239385,0.1751774492511528,0.75303403039426
0.3134625695109786,0.16778217352200162,0.1672499286658947,0.34183216439172276,0.6376043069823224,0.16671891559083346,0.7399786773932158
0.32974137812971127,0.2604652438175737,0.21575656378099967,0.5180504521909411,0.7262771455583173,0.3241282464747883,0.8170122121132275
0.47114195266293163,0.3206578937214866,0.31337219661698484,0.47985725790209965,0.6861546611417152,0.24019032351266814,0.7765274749657475
0.456294446978817,0.32490913352856116,0.27984810997568804,0.5729582066608107,0.7675426565252622,0.3184234421835439,0.8268044135551761
0.6365626934110638,0.47012066361223204,0.36800211743599065,0.6571263878507272,0.7318637826713079,0.44840008289513605,0.7959250993826901
0.5177121668778392,0.321651885451109,0.2996660400201172,0.5121182469961,0.6478672106413557,0.37771789719087145,0.7240099079671737
0.4125552650794944,0.26646911834878445,0.2232273310309294,0.3202756799439724,0.6362506770639761,0.27302805770482075,0.7612964285818868
0.6701997543525007,0.6729879611889887,0.5629943393950465,0.5268869181945843,0.8256332749025935,0.7313752865050922,0.8586184364246133
