ALBERT,BERT,CodeBERT,DeBERTa,DistilBERT,RoBERTa,SVM
0.2947240751970891,0.2916919345057611,0.2916919345057611,0.7025469981807155,0.3068526379624015,0.2835051546391752,0.7040630685263797
0.3332343332343332,0.3044253044253044,0.2854172854172854,0.7615087615087615,0.6447876447876448,0.2854172854172854,0.7656667656667656
0.4164187983343248,0.3480071386079714,0.4247471743010113,0.7260559190957763,0.5696014277215943,0.3474122546103509,0.6790600832837597
0.6342400946185689,0.5014784151389711,0.5189237137788291,0.8140153755174453,0.7735068007096393,0.5280898876404494,0.8110585452395033
0.6086696562032885,0.6185351270553064,0.6430493273542601,0.8113602391629298,0.7452914798206278,0.6412556053811659,0.7982062780269058
0.5556213017751479,0.5517751479289941,0.5961538461538461,0.8192307692307692,0.6914201183431953,0.598224852071006,0.7337278106508875
0.6584276354973199,0.5869565217391305,0.7036926742108398,0.8284693269803455,0.8085169743895175,0.7382370458606313,0.8123883263847528
0.7031896042528056,0.6857649143532192,0.746012994683993,0.8670998227997637,0.8360897814530419,0.7463083284111045,0.8225044300059067
0.7380389840519788,0.7557590076786769,0.7398109864146486,0.796219728292971,0.7734790313053751,0.7593030124040165,0.7702303603071471
0.76103500761035,0.7470319634703196,0.7753424657534247,0.8298325722983257,0.8273972602739726,0.776255707762557,0.8124809741248098
