ALBERT,BERT,CodeBERT,DeBERTa,DistilBERT,RoBERTa,SVM
0.2880562060889929,0.2326307572209211,0.2115534738485558,0.6791569086651054,0.2646370023419204,0.2513661202185792,0.8805620608899297
0.4024960998439937,0.3003120124804992,0.3018720748829953,0.7566302652106084,0.3892355694227769,0.2948517940717629,0.8978159126365055
0.4004665629860031,0.2581648522550544,0.2519440124416796,0.7115085536547434,0.4541213063763608,0.234059097978227,0.8600311041990669
0.3978494623655914,0.3648233486943164,0.3348694316436252,0.8056835637480799,0.598310291858679,0.391705069124424,0.923963133640553
0.5396458814472671,0.4018475750577367,0.3887605850654349,0.7721324095458044,0.558891454965358,0.3710546574287914,0.9053117782909932
0.5122887864823349,0.3394777265745007,0.3248847926267281,0.847926267281106,0.6589861751152074,0.3440860215053763,0.9377880184331796
0.7150537634408602,0.543010752688172,0.4823348694316436,0.8195084485407066,0.7772657450076805,0.5476190476190477,0.9193548387096774
0.5746153846153846,0.3723076923076923,0.3507692307692308,0.7361538461538462,0.6084615384615385,0.4692307692307692,0.8284615384615385
0.4861751152073733,0.3003072196620583,0.2473118279569892,0.7542242703533026,0.3924731182795699,0.3609831029185867,0.913978494623656
0.7755417956656346,0.7608359133126935,0.6462848297213623,0.8947368421052632,0.6501547987616099,0.8157894736842105,0.9674922600619196
