ALBERT,BERT,CodeBERT,DeBERTa,DistilBERT,RoBERTa,SVM
0.857449088960343,0.8086816720257235,0.8585209003215434,0.8729903536977492,0.8086816720257235,0.8729903536977492,0.9158628081457664
0.748642779587405,0.748642779587405,0.758414766558089,0.8946796959826275,0.7736156351791531,0.7676438653637351,0.8876221498371335
0.8220430107526882,0.7913978494623656,0.8005376344086022,0.8290322580645161,0.8360215053763441,0.8102150537634408,0.8483870967741935
0.7698072805139187,0.7521413276231264,0.7569593147751607,0.8763383297644539,0.8399357601713062,0.8029978586723768,0.8731263383297645
0.8320855614973262,0.8251336898395721,0.8411764705882353,0.8989304812834225,0.8614973262032085,0.8358288770053476,0.8807486631016043
0.8863146551724138,0.8852370689655172,0.9073275862068966,0.890625,0.9229525862068966,0.9046336206896552,0.9078663793103448
0.7677902621722846,0.7677902621722846,0.7736757624398074,0.8517924023542001,0.8533975387907973,0.7672552166934189,0.8496522204387373
0.8117647058823529,0.8224598930481284,0.8556149732620321,0.853475935828877,0.8657754010695187,0.8529411764705882,0.8732620320855615
0.8877005347593583,0.8502673796791443,0.9032085561497326,0.8647058823529412,0.8989304812834225,0.8871657754010696,0.8957219251336899
0.6648793565683646,0.6568364611260054,0.6605898123324396,0.8257372654155496,0.7286863270777479,0.6616621983914209,0.8
